year,season,transect,treatment,weight,sciname,sex,tickpres
2013,Winter,T2,Treated,10,btay,F,0
2013,Winter,T2,Treated,81,shis,M,1
2013,Winter,UT1,Untreated,6,btay,M,0
2013,Winter,UT1,Untreated,9,btay,F,0
2013,Winter,UT1,Untreated,8,btay,M,0
2013,Winter,UT2,Untreated,36,chis,M,1
2013,Winter,UT2,Untreated,16.5,rful,F,0
2013,Winter,T1,Treated,9,btay,F,0
2013,Winter,T1,Treated,7.5,btay,M,0
2013,Winter,T1,Treated,7,btay,M,0
2013,Winter,T1,Treated,9,rful,M,1
2013,Winter,T1,Treated,10,btay,F,0
2013,Winter,T1,Treated,6.5,btay,M,0
2013,Winter,T1,Treated,11.5,btay,F,0
2013,Winter,T2,Treated,12,rful,M,1
2013,Winter,T2,Treated,31,chis,F,0
2013,Winter,T2,Treated,25,chis,M,1
2013,Winter,T2,Treated,10.5,btay,F,0
2013,Winter,T2,Treated,10.5,btay,F,0
2013,Winter,T2,Treated,146,shis,M,0
2013,Winter,T2,Treated,10,rful,M,0
2013,Winter,T2,Treated,14,rful,M,0
2013,Winter,UT2,Untreated,6.5,btay,M,0
2013,Winter,UT2,Untreated,6.5,btay,F,0
2013,Winter,UT2,Untreated,9,btay,F,0
2013,Winter,UT2,Untreated,8,btay,F,0
2013,Winter,UT2,Untreated,8.5,btay,F,0
2013,Winter,UT2,Untreated,6.5,btay,M,0
2013,Winter,UT2,Untreated,7.5,btay,M,0
2013,Winter,T1,Treated,67,shis,M,1
2013,Winter,T1,Treated,93,shis,F,0
2013,Winter,T1,Treated,103.5,shis,M,0
2013,Winter,T1,Treated,122,shis,F,0
2013,Winter,T1,Treated,92,shis,F,1
2013,Winter,T1,Treated,68,shis,M,0
2013,Winter,T2,Treated,92,shis,M,0
2013,Winter,T2,Treated,99,shis,M,0
2013,Winter,T2,Treated,92,shis,M,1
2013,Winter,T2,Treated,27,chis,F,0
2013,Winter,T2,Treated,10,rful,M,0
2013,Winter,UT1,Untreated,97,shis,F,0
2013,Winter,UT1,Untreated,84,shis,F,0
2013,Winter,UT1,Untreated,8.5,btay,F,0
2013,Winter,UT1,Untreated,10,rful,M,0
2013,Winter,UT1,Untreated,8,btay,M,0
2013,Winter,UT1,Untreated,11,rful,M,0
2013,Winter,UT1,Untreated,7,btay,M,0
2013,Winter,UT1,Untreated,74,shis,F,0
2013,Winter,UT1,Untreated,15,rful,F,0
2013,Winter,UT1,Untreated,71,shis,F,0
2013,Winter,UT1,Untreated,66,shis,F,0
2013,Winter,UT1,Untreated,100,shis,F,0
2013,Winter,UT2,Untreated,67,shis,F,0
2013,Winter,UT2,Untreated,9.5,btay,F,0
2013,Winter,UT2,Untreated,14,rful,M,0
2013,Winter,UT2,Untreated,12,rful,M,0
2013,Winter,UT2,Untreated,17,pleu,F,0
2013,Winter,UT2,Untreated,32,chis,M,0
2013,Winter,UT2,Untreated,7.5,btay,M,0
2013,Winter,UT2,Untreated,17,pleu,M,0
2013,Winter,T1,Treated,56,shis,F,0
2013,Winter,T1,Treated,43,shis,F,0
2013,Winter,T1,Treated,78,shis,M,0
2013,Winter,T1,Treated,58,shis,F,0
2013,Winter,T1,Treated,101,shis,M,0
2013,Winter,T1,Treated,8,btay,M,0
2013,Winter,T1,Treated,94,shis,M,0
2013,Winter,T1,Treated,127,shis,F,0
2013,Winter,T1,Treated,94,shis,M,0
2013,Winter,T1,Treated,81,shis,F,0
2013,Winter,T1,Treated,59,shis,F,0
2013,Winter,T2,Treated,8.5,rful,F,0
2013,Winter,T2,Treated,9,btay,F,0
2013,Winter,T2,Treated,88,shis,F,1
2013,Winter,T2,Treated,9,btay,M,0
2013,Winter,T2,Treated,87,shis,F,0
2013,Winter,T2,Treated,87,shis,M,0
2013,Winter,T2,Treated,11,rful,M,0
2013,Winter,T2,Treated,9,btay,M,0
2013,Winter,T2,Treated,84,shis,F,0
2013,Winter,T2,Treated,113,shis,F,0
2013,Winter,UT1,Untreated,61,shis,M,1
2013,Winter,UT1,Untreated,14,rful,F,0
2013,Winter,UT1,Untreated,62.5,shis,F,0
2013,Winter,UT1,Untreated,68,shis,F,0
2013,Winter,UT1,Untreated,75,shis,M,0
2013,Winter,UT1,Untreated,8,btay,F,0
2013,Winter,UT1,Untreated,102.5,shis,F,1
2013,Winter,UT1,Untreated,7.5,btay,F,0
2013,Winter,UT1,Untreated,24,shis,M,0
2013,Winter,UT1,Untreated,117,shis,M,0
2013,Winter,UT1,Untreated,40,shis,F,0
2013,Winter,UT2,Untreated,124.5,shis,F,0
2013,Winter,UT2,Untreated,8.5,rful,M,0
2013,Winter,UT2,Untreated,62.5,shis,F,0
2013,Winter,UT2,Untreated,33,chis,M,0
2013,Winter,UT2,Untreated,17.5,pleu,F,0
2013,Winter,UT2,Untreated,25,chis,M,0
2014,Winter,T1,Treated,71.5,shis,M,1
2014,Winter,T1,Treated,98,shis,M,0
2014,Winter,T1,Treated,84,shis,M,0
2014,Winter,T1,Treated,91,shis,M,0
2014,Winter,T1,Treated,93,shis,M,0
2014,Winter,T1,Treated,89,shis,M,0
2014,Winter,T2,Treated,86,shis,M,1
2014,Winter,UT2,Untreated,20,pleu,M,0
2014,Winter,UT2,Untreated,16,rful,F,0
2014,Winter,T1,Treated,76,shis,F,0
2014,Winter,T1,Treated,59,shis,F,0
2014,Winter,T1,Treated,62.5,shis,M,0
2014,Winter,T1,Treated,97.5,shis,M,1
2014,Winter,T1,Treated,82,shis,M,0
2014,Winter,T1,Treated,62,shis,F,0
2014,Winter,T1,Treated,71,shis,M,0
2014,Winter,T1,Treated,80,shis,M,0
2014,Winter,T2,Treated,102,shis,M,1
2014,Winter,T2,Treated,61,shis,M,0
2014,Winter,T2,Treated,13,rful,M,0
2014,Winter,UT1,Untreated,80,shis,M,0
2014,Winter,UT2,Untreated,9.5,rful,F,0
2014,Winter,UT2,Untreated,11.5,rful,M,0
2014,Winter,UT2,Untreated,66,shis,F,0
2014,Winter,UT2,Untreated,7,btay,F,0
2014,Winter,UT2,Untreated,97.5,shis,F,0
2014,Winter,UT2,Untreated,62,shis,F,0
2014,Winter,UT2,Untreated,97,shis,M,0
2014,Winter,UT2,Untreated,10,rful,M,0
2014,Winter,T1,Treated,12.5,rful,M,0
2014,Winter,T1,Treated,14,rful,M,0
2014,Winter,T1,Treated,4,btay,M,0
2014,Winter,T1,Treated,6,btay,F,0
2014,Winter,T1,Treated,115,shis,M,0
2014,Winter,T2,Treated,14,rful,F,0
2014,Winter,T2,Treated,14,pleu,M,0
2014,Winter,T2,Treated,15,rful,M,0
2014,Winter,T2,Treated,10,rful,F,0
2014,Winter,T2,Treated,16,pleu,M,0
2014,Winter,T2,Treated,12,rful,M,0
2014,Winter,T2,Treated,12,rful,F,0
2014,Winter,T2,Treated,38,chis,M,0
2014,Winter,T2,Treated,8,rful,M,1
2014,Winter,UT1,Untreated,7,btay,F,0
2014,Winter,UT1,Untreated,2,btay,M,0
2014,Winter,UT1,Untreated,4,btay,M,0
2014,Winter,UT1,Untreated,4,btay,F,0
2014,Winter,UT1,Untreated,7,btay,M,0
2014,Winter,UT1,Untreated,7,btay,M,0
2014,Winter,UT1,Untreated,7.5,btay,M,0
2014,Winter,UT2,Untreated,9,rful,F,0
2014,Winter,UT2,Untreated,11,rful,M,0
2014,Winter,UT2,Untreated,9,rful,F,0
2014,Winter,T1,Treated,11,rful,M,0
2014,Winter,T1,Treated,11,rful,M,0
2014,Winter,T1,Treated,11,rful,F,1
2014,Winter,T1,Treated,5,rful,M,0
2014,Winter,T1,Treated,9,btay,M,0
2014,Winter,T1,Treated,6,btay,M,0
2014,Winter,T1,Treated,8,btay,F,0
2014,Winter,T2,Treated,83,shis,F,0
2014,Winter,T2,Treated,11,rful,F,0
2014,Winter,T2,Treated,124,shis,F,0
2014,Winter,T2,Treated,7,btay,M,0
2014,Winter,T2,Treated,10,rful,M,1
2014,Winter,T2,Treated,11,rful,M,1
2014,Winter,T2,Treated,12,rful,M,0
2014,Winter,T2,Treated,17,rful,M,0
2014,Winter,T2,Treated,15,rful,M,0
2014,Winter,T2,Treated,14.5,rful,M,0
2014,Winter,T2,Treated,18,pleu,M,0
2014,Winter,T2,Treated,14,rful,F,0
2014,Winter,T2,Treated,12,rful,F,0
2014,Winter,T2,Treated,10,rful,F,0
2014,Winter,T2,Treated,17,pleu,M,0
2014,Winter,UT1,Untreated,12.5,pleu,M,0
2014,Winter,UT1,Untreated,10,rful,F,0
2014,Winter,UT1,Untreated,8,btay,M,0
2014,Winter,UT1,Untreated,12,rful,M,0
2014,Winter,UT1,Untreated,9,btay,M,0
2014,Winter,UT1,Untreated,7,btay,F,0
2014,Winter,UT1,Untreated,8,btay,F,0
2014,Winter,UT2,Untreated,14,rful,M,0
2014,Winter,UT2,Untreated,6,btay,M,0
2014,Winter,UT2,Untreated,10,btay,F,0
2014,Winter,UT2,Untreated,9,btay,F,0
2014,Winter,T1,Treated,100.5,shis,M,0
2014,Winter,T1,Treated,97,shis,F,0
2014,Winter,T1,Treated,82,shis,M,0
2014,Winter,T1,Treated,6,btay,F,0
2014,Winter,T1,Treated,86,shis,M,0
2014,Winter,T2,Treated,78,shis,M,0
2014,Winter,T2,Treated,16,rful,M,0
2014,Winter,T2,Treated,10,rful,,0
2014,Winter,T2,Treated,7,btay,M,0
2014,Winter,T2,Treated,9.5,rful,M,0
2014,Winter,UT1,Untreated,11,rful,M,0
2014,Winter,UT1,Untreated,14,rful,M,0
2014,Winter,UT1,Untreated,36,chis,F,0
2014,Winter,UT1,Untreated,82,shis,M,0
2014,Winter,UT2,Untreated,7,btay,M,0
2014,Winter,UT2,Untreated,12,rful,M,0
2014,Winter,UT2,Untreated,11,rful,M,0
2014,Winter,UT2,Untreated,10,rful,F,0
2014,Winter,UT2,Untreated,17,pleu,M,0
2014,Winter,T1,Treated,75.5,shis,M,0
2014,Winter,T1,Treated,111,shis,F,0
2014,Winter,T1,Treated,82,shis,M,0
2014,Winter,T1,Treated,95,shis,F,0
2014,Winter,T1,Treated,95,shis,M,0
2014,Winter,T1,Treated,108,shis,M,0
2014,Winter,T1,Treated,64,shis,M,0
2014,Winter,T2,Treated,80,shis,F,0
2014,Winter,T2,Treated,82,shis,M,0
2014,Winter,UT1,Untreated,66,shis,F,0
2014,Winter,UT1,Untreated,87,shis,M,0
2014,Winter,UT1,Untreated,39,chis,F,0
2014,Winter,UT1,Untreated,15,rful,M,0
2014,Winter,UT1,Untreated,7,rful,M,0
2014,Winter,UT2,Untreated,8.5,btay,M,0
2014,Spring,T1,Treated,9,rful,M,0
2014,Spring,T1,Treated,9,rful,F,0
2014,Spring,T1,Treated,7,btay,F,0
2014,Spring,T1,Treated,7,rful,F,0
2014,Spring,T1,Treated,8,rful,M,0
2014,Spring,T1,Treated,6,btay,F,0
2014,Spring,T1,Treated,3,btay,F,0
2014,Spring,T1,Treated,13,btay,F,0
2014,Spring,T2,Treated,12,rful,,0
2014,Spring,T2,Treated,7,btay,F,0
2014,Spring,T2,Treated,17,rful,M,0
2014,Spring,T2,Treated,13,rful,F,0
2014,Spring,T2,Treated,6,btay,M,0
2014,Spring,T2,Treated,8,btay,M,0
2014,Spring,T2,Treated,9,rful,M,0
2014,Spring,T2,Treated,9,pleu,M,0
2014,Spring,T2,Treated,9,btay,M,0
2014,Spring,T2,Treated,8,rful,M,0
2014,Spring,T2,Treated,12,rful,M,0
2014,Spring,T2,Treated,9,rful,M,1
2014,Spring,T2,Treated,8,rful,M,0
2014,Spring,T2,Treated,11,rful,M,1
2014,Spring,T2,Treated,11,rful,M,0
2014,Spring,T2,Treated,12,rful,M,0
2014,Spring,UT1,Untreated,7,rful,M,0
2014,Spring,UT1,Untreated,10,rful,,0
2014,Spring,UT1,Untreated,8,rful,M,0
2014,Spring,UT1,Untreated,8,btay,M,0
2014,Spring,UT1,Untreated,6,btay,F,0
2014,Spring,UT1,Untreated,4,btay,M,0
2014,Spring,UT1,Untreated,6,btay,M,0
2014,Spring,UT1,Untreated,9,btay,M,0
2014,Spring,UT1,Untreated,6,rful,F,0
2014,Spring,UT1,Untreated,7,rful,F,0
2014,Spring,T1,Treated,74,shis,F,0
2014,Spring,T1,Treated,105,shis,F,0
2014,Spring,T1,Treated,104,shis,M,1
2014,Spring,T1,Treated,113,shis,M,0
2014,Spring,T2,Treated,9,rful,M,0
2014,Spring,UT1,Untreated,11,rful,M,0
2014,Spring,UT1,Untreated,12,rful,M,0
2014,Spring,UT1,Untreated,116,shis,F,1
2014,Spring,UT1,Untreated,11,rful,M,0
2014,Spring,UT1,Untreated,32,chis,F,1
2014,Spring,UT1,Untreated,11,rful,F,0
2014,Spring,T1,Treated,143,shis,M,0
2014,Spring,T1,Treated,100,shis,F,0
2014,Spring,T1,Treated,92,shis,M,0
2014,Spring,T1,Treated,106,shis,M,0
2014,Spring,T1,Treated,98,shis,M,1
2014,Spring,T1,Treated,81,shis,M,0
2014,Spring,T1,Treated,8,rful,F,1
2014,Spring,T1,Treated,91,shis,M,0
2014,Spring,T1,Treated,102,shis,M,0
2014,Spring,T1,Treated,66,shis,F,1
2014,Spring,T1,Treated,14,rful,M,0
2014,Spring,T2,Treated,9,rful,F,0
2014,Spring,T2,Treated,11,rful,M,0
2014,Spring,T2,Treated,8,btay,F,0
2014,Spring,UT1,Untreated,106,shis,M,0
2014,Spring,UT1,Untreated,34,chis,F,1
2014,Spring,UT1,Untreated,113,shis,F,1
2014,Spring,UT1,Untreated,10,rful,M,0
2014,Spring,UT1,Untreated,92,shis,F,0
2014,Spring,UT1,Untreated,10,rful,M,0
2014,Spring,UT2,Untreated,22,chis,F,0
2014,Spring,UT2,Untreated,12,rful,M,1
2014,Spring,UT2,Untreated,22,pleu,M,0
2014,Spring,UT2,Untreated,35,chis,M,0
2014,Spring,T1,Treated,6,btay,F,0
2014,Spring,T1,Treated,6.5,btay,M,0
2014,Spring,T1,Treated,6,btay,F,0
2014,Spring,T1,Treated,5,btay,F,0
2014,Spring,T1,Treated,7,btay,M,0
2014,Spring,T1,Treated,5.5,btay,M,0
2014,Spring,T1,Treated,7,btay,F,0
2014,Spring,T1,Treated,7,btay,M,0
2014,Spring,T1,Treated,6,btay,M,0
2014,Spring,T1,Treated,12.5,rful,M,0
2014,Spring,T1,Treated,12,rful,M,0
2014,Spring,T2,Treated,6,btay,M,0
2014,Spring,T2,Treated,8,btay,M,0
2014,Spring,T2,Treated,8,rful,M,0
2014,Spring,T2,Treated,9,btay,F,0
2014,Spring,T2,Treated,6.5,btay,F,0
2014,Spring,T2,Treated,10,rful,F,0
2014,Spring,T2,Treated,15,rful,M,0
2014,Spring,T2,Treated,5,btay,F,0
2014,Spring,T2,Treated,8,btay,M,0
2014,Spring,UT1,Untreated,5,btay,M,0
2014,Spring,T1,Treated,7,btay,M,0
2014,Spring,T1,Treated,12,rful,M,0
2014,Spring,T1,Treated,8,btay,F,0
2014,Spring,T1,Treated,7.5,btay,F,0
2014,Spring,T1,Treated,10,btay,F,0
2014,Spring,T1,Treated,9,btay,F,0
2014,Spring,T1,Treated,7,btay,F,0
2014,Spring,T1,Treated,9,btay,F,0
2014,Spring,T1,Treated,6,btay,F,0
2014,Spring,T1,Treated,8,btay,F,1
2014,Spring,T1,Treated,6,btay,F,0
2014,Spring,T1,Treated,7,btay,F,0
2014,Spring,T1,Treated,8,btay,M,0
2014,Spring,T1,Treated,6,btay,F,1
2014,Spring,T2,Treated,106,shis,M,1
2014,Spring,T2,Treated,148,shis,F,0
2014,Spring,T2,Treated,9,rful,M,1
2014,Spring,T2,Treated,6,btay,F,0
2014,Spring,T2,Treated,9,btay,F,0
2014,Spring,T2,Treated,8,btay,F,0
2014,Spring,UT1,Untreated,6,btay,F,0
2014,Spring,T1,Treated,117.5,shis,F,0
2014,Spring,T1,Treated,107,shis,M,0
2014,Spring,T1,Treated,138.5,shis,M,0
2014,Spring,T1,Treated,147,shis,F,0
2014,Spring,T2,Treated,8,btay,M,0
2014,Spring,T2,Treated,12,rful,M,0
2014,Spring,UT1,Untreated,12,rful,F,0
2014,Spring,UT1,Untreated,6.5,btay,F,0
2014,Spring,UT1,Untreated,126,shis,F,0
2014,Spring,UT1,Untreated,11,rful,F,0
2014,Spring,UT1,Untreated,117,shis,F,0
2014,Spring,UT2,Untreated,20,pleu,M,0
2014,Spring,UT2,Untreated,17,pleu,M,0
2014,Spring,T1,Treated,111,shis,F,0
2014,Spring,T1,Treated,161,shis,,0
2014,Spring,T1,Treated,119,shis,M,0
2014,Spring,T1,Treated,151,shis,F,0
2014,Spring,T2,Treated,7,btay,F,0
2014,Spring,UT1,Untreated,10,btay,F,0
2014,Spring,UT1,Untreated,110,shis,M,0
2014,Spring,UT1,Untreated,9,btay,F,0
2014,Spring,UT1,Untreated,14.5,rful,M,0
2014,Spring,T1,Treated,13,rful,F,0
2014,Spring,T1,Treated,10,rful,M,0
2014,Spring,T1,Treated,8,btay,M,0
2014,Spring,T1,Treated,5,btay,M,0
2014,Spring,T1,Treated,9,btay,F,0
2014,Spring,T2,Treated,15,rful,M,0
2014,Spring,T2,Treated,7,btay,F,0
2014,Spring,T2,Treated,4,btay,F,0
2014,Spring,T2,Treated,8,btay,F,0
2014,Spring,UT1,Untreated,7,btay,F,0
2014,Spring,UT1,Untreated,6,btay,F,0
2014,Spring,T1,Treated,5,btay,F,0
2014,Spring,T1,Treated,5,btay,F,0
2014,Spring,T1,Treated,15,pleu,F,0
2014,Spring,T2,Treated,9,btay,F,0
2014,Spring,T2,Treated,7,btay,M,0
2014,Spring,T2,Treated,6,btay,F,0
2014,Spring,T2,Treated,11,pleu,F,0
2014,Spring,UT1,Untreated,5,btay,M,0
2014,Spring,UT2,Untreated,9,btay,F,0
2014,Spring,T1,Treated,147,shis,F,1
2014,Spring,T1,Treated,8,rful,M,0
2014,Spring,UT1,Untreated,8.5,btay,F,1
2014,Spring,T1,Treated,193,shis,F,0
2014,Spring,UT1,Untreated,18,pleu,F,0
2014,Spring,UT1,Untreated,137,shis,M,1
2014,Spring,UT2,Untreated,70,shis,M,0
2014,Summer,T1,Treated,7,btay,M,0
2014,Summer,T1,Treated,8,btay,M,0
2014,Summer,T1,Treated,7,btay,F,0
2014,Summer,T1,Treated,7,chis,M,0
2014,Summer,T1,Treated,5,pleu,M,0
2014,Summer,T2,Treated,12,btay,F,0
2014,Summer,T2,Treated,7,btay,F,0
2014,Summer,T2,Treated,10,btay,F,0
2014,Summer,T2,Treated,5,btay,F,0
2014,Summer,T2,Treated,25,chis,F,0
2014,Summer,T2,Treated,12,rful,M,0
2014,Summer,T2,Treated,89,shis,F,0
2014,Summer,UT2,Untreated,6,btay,M,0
2014,Summer,UT2,Untreated,8,btay,M,0
2014,Summer,UT2,Untreated,37,chis,F,0
2014,Summer,T1,Treated,8.5,btay,F,0
2014,Summer,T2,Treated,6,chis,M,0
2014,Summer,T2,Treated,25,chis,F,0
2014,Summer,T2,Treated,10,rful,M,0
2014,Summer,T2,Treated,39,chis,M,0
2014,Summer,T2,Treated,89,shis,F,0
2014,Summer,UT1,Untreated,7,btay,F,0
2014,Summer,UT1,Untreated,7,btay,F,0
2014,Summer,UT2,Untreated,9,btay,F,0
2014,Summer,UT2,Untreated,37,chis,F,0
2014,Summer,T1,Treated,10,btay,F,0
2014,Summer,T1,Treated,72,shis,F,0
2014,Summer,T1,Treated,181,shis,M,1
2014,Summer,T2,Treated,163,shis,M,0
2014,Summer,UT1,Untreated,14,rful,M,0
2014,Summer,T1,Treated,153,shis,M,1
2014,Summer,T1,Treated,173,shis,M,1
2014,Summer,T1,Treated,207,shis,F,0
2014,Summer,T2,Treated,165,shis,M,0
2014,Summer,UT1,Untreated,8,btay,F,0
2014,Summer,UT1,Untreated,149,shis,F,0
2014,Summer,UT1,Untreated,7.5,rful,M,0
2014,Summer,UT2,Untreated,119.5,shis,M,0
2014,Summer,T1,Treated,9,btay,F,0
2014,Summer,T1,Treated,7.5,btay,M,0
2014,Summer,T1,Treated,8,btay,M,0
2014,Summer,T1,Treated,7.5,btay,M,0
2014,Summer,T1,Treated,9,btay,F,0
2014,Summer,T2,Treated,11.5,rful,M,0
2014,Summer,T2,Treated,7,btay,M,0
2014,Summer,T2,Treated,13,rful,M,0
2014,Summer,T2,Treated,6,btay,M,0
2014,Summer,T2,Treated,8.5,btay,F,0
2014,Summer,T2,Treated,7.5,btay,M,0
2014,Summer,T2,Treated,14,pleu,M,0
2014,Summer,T2,Treated,7.5,btay,,0
2014,Summer,T2,Treated,11,rful,M,0
2014,Summer,T2,Treated,15.5,pleu,,0
2014,Summer,T2,Treated,10,btay,F,0
2014,Summer,UT1,Untreated,7,btay,F,0
2014,Summer,UT1,Untreated,7,btay,M,0
2014,Summer,UT1,Untreated,7,btay,M,0
2014,Summer,UT1,Untreated,7.5,btay,F,0
2014,Summer,UT1,Untreated,8,btay,F,0
2014,Summer,UT1,Untreated,6,btay,M,0
2014,Summer,UT2,Untreated,7.5,btay,F,0
2014,Summer,T1,Treated,10,btay,F,0
2014,Summer,T1,Treated,10,btay,F,0
2014,Summer,T1,Treated,7,btay,M,0
2014,Summer,T1,Treated,8,btay,F,0
2014,Summer,T1,Treated,8,btay,F,0
2014,Summer,T2,Treated,16,rful,M,0
2014,Summer,T2,Treated,13,rful,M,0
2014,Summer,T2,Treated,14,rful,M,0
2014,Summer,T2,Treated,8,btay,M,0
2014,Summer,T2,Treated,7,btay,M,0
2014,Summer,T2,Treated,10,btay,M,0
2014,Summer,UT1,Untreated,32,chis,F,0
2014,Summer,UT1,Untreated,8,btay,F,0
2014,Summer,UT1,Untreated,9,btay,F,0
2014,Summer,UT1,Untreated,7,btay,M,0
2014,Summer,UT1,Untreated,8.5,btay,F,0
2014,Summer,T1,Treated,197.5,shis,M,0
2014,Summer,T1,Treated,185.5,shis,M,0
2014,Summer,T1,Treated,176,shis,M,0
2014,Summer,T1,Treated,166,shis,M,0
2014,Summer,T1,Treated,11.5,rful,M,0
2014,Summer,T1,Treated,174.5,shis,F,0
2014,Summer,T1,Treated,236.5,shis,F,0
2014,Summer,T1,Treated,200,shis,M,1
2014,Summer,T1,Treated,153,shis,M,0
2014,Summer,T1,Treated,179,shis,F,0
2014,Summer,T1,Treated,128,shis,M,0
2014,Summer,T1,Treated,163,shis,M,0
2014,Summer,T1,Treated,67,shis,M,0
2014,Summer,T1,Treated,13,rful,M,0
2014,Summer,T1,Treated,156,shis,F,0
2014,Summer,T2,Treated,185,shis,M,1
2014,Summer,UT1,Untreated,135,shis,F,0
2014,Summer,UT2,Untreated,124,shis,M,0
2014,Summer,T1,Treated,131.5,shis,M,1
2014,Summer,T1,Treated,173,shis,F,0
2014,Summer,T1,Treated,162,shis,F,1
2014,Summer,T1,Treated,11,rful,M,0
2014,Summer,UT1,Untreated,193,shis,F,0
2014,Summer,UT1,Untreated,164,shis,F,0
2014,Summer,UT2,Untreated,12,pleu,F,0
2014,Summer,UT2,Untreated,19,pleu,M,0
2014,Summer,UT2,Untreated,15,pleu,F,0
2014,Summer,UT2,Untreated,14,rful,M,0
2014,Summer,UT2,Untreated,14,rful,M,0
2014,Summer,T1,Treated,12.5,rful,F,0
2014,Summer,T1,Treated,159,shis,F,0
2014,Summer,T1,Treated,176,shis,F,0
2014,Summer,T1,Treated,8.5,rful,M,0
2014,Summer,T1,Treated,9,rful,F,0
2014,Summer,T2,Treated,13,rful,M,0
2014,Summer,T2,Treated,9,btay,M,0
2014,Summer,UT1,Untreated,158,shis,F,0
2014,Summer,UT1,Untreated,60,shis,M,0
2014,Fall,T1,Treated,162,shis,M,1
2014,Fall,T1,Treated,157.5,shis,M,0
2014,Fall,T1,Treated,127.5,shis,M,0
2014,Fall,T1,Treated,8,btay,M,0
2014,Fall,T1,Treated,13,rful,M,0
2014,Fall,T1,Treated,8.5,rful,F,0
2014,Fall,T1,Treated,7.5,rful,M,0
2014,Fall,T1,Treated,187,shis,F,0
2014,Fall,T1,Treated,140.5,shis,M,0
2014,Fall,T1,Treated,88.5,shis,M,0
2014,Fall,T2,Treated,130,shis,F,0
2014,Fall,UT1,Untreated,9,btay,F,0
2014,Fall,UT1,Untreated,13,rful,M,0
2014,Fall,UT1,Untreated,126.5,shis,M,0
2014,Fall,UT1,Untreated,108,shis,F,1
2014,Fall,UT1,Untreated,145,shis,F,0
2014,Fall,UT1,Untreated,71.5,shis,M,0
2014,Fall,UT1,Untreated,9,rful,M,0
2014,Fall,UT1,Untreated,14,rful,F,0
2014,Fall,UT2,Untreated,12,pleu,F,0
2014,Fall,UT2,Untreated,20,pleu,M,0
2014,Fall,UT2,Untreated,144.5,shis,M,1
2014,Fall,UT2,Untreated,124,shis,M,1
2014,Fall,UT2,Untreated,116,shis,F,1
2014,Fall,UT2,Untreated,21.5,pleu,M,0
2014,Fall,UT2,Untreated,139,shis,M,0
2014,Fall,T1,Treated,95.5,shis,M,1
2014,Fall,T1,Treated,13,rful,M,0
2014,Fall,T1,Treated,127,shis,M,0
2014,Fall,T1,Treated,133,shis,M,1
2014,Fall,T1,Treated,129,shis,F,0
2014,Fall,T2,Treated,143,shis,M,0
2014,Fall,T2,Treated,160,shis,F,0
2014,Fall,T2,Treated,82,shis,M,0
2014,Fall,T2,Treated,142,shis,M,0
2014,Fall,UT1,Untreated,22,shis,M,0
2014,Fall,UT1,Untreated,149,shis,M,0
2014,Fall,UT1,Untreated,8,btay,F,0
2014,Fall,UT1,Untreated,147,shis,M,0
2014,Fall,UT1,Untreated,148,shis,F,0
2014,Fall,UT2,Untreated,19,pleu,M,0
2014,Fall,UT2,Untreated,112,shis,F,0
2014,Fall,UT2,Untreated,20.5,pleu,M,0
2014,Fall,UT2,Untreated,14.5,pleu,F,0
2014,Fall,UT2,Untreated,59.5,shis,M,0
